Instance_ID,Method,Time,Size,Fold
176,Majoritary (SAT),0.032997846603393555,9,4
176,Majoritary (SMT),0.8760068416595459,10,4
176,Sufficient (SAT),0.37102842330932617,11,4
176,Sufficient (SMT),1.036001205444336,4,4
185,Direct,0.0010018348693847656,61,4
185,Majoritary (SAT),0.02695918083190918,9,4
185,Majoritary (SMT),0.9390382766723633,13,4
185,Sufficient (SAT),0.39196109771728516,13,4
185,Sufficient (SMT),1.1530070304870605,6,4
200,Direct,0.0009970664978027344,80,4
200,Majoritary (SAT),0.029998779296875,10,4
200,Majoritary (SMT),0.8410358428955078,12,4
200,Sufficient (SAT),0.3399989604949951,8,4
200,Sufficient (SMT),1.0619642734527588,7,4
4,Direct,0.0009982585906982422,67,5
4,Majoritary (SAT),0.022000551223754883,9,5
4,Majoritary (SMT),0.8110408782958984,13,5
4,Sufficient (SAT),0.33599853515625,9,5
4,Sufficient (SMT),0.9969949722290039,5,5
15,Direct,0.0,51,5
15,Majoritary (SAT),0.03200221061706543,12,5
15,Majoritary (SMT),0.7640438079833984,13,5
15,Sufficient (SAT),0.2839980125427246,11,5
15,Sufficient (SMT),0.8639583587646484,4,5
52,Direct,0.0,52,5
52,Majoritary (SAT),0.03203630447387695,10,5
52,Majoritary (SMT),0.7540090084075928,12,5
52,Sufficient (SAT),0.30298781394958496,8,5
52,Sufficient (SMT),1.0540003776550293,6,5
54,Direct,0.0010020732879638672,53,5
54,Majoritary (SAT),0.028000831604003906,10,5
54,Majoritary (SMT),0.7219963073730469,13,5
54,Sufficient (SAT),0.30096864700317383,13,5
54,Sufficient (SMT),0.9150335788726807,4,5
57,Direct,0.0010325908660888672,71,5
57,Majoritary (SAT),0.03299522399902344,12,5
57,Majoritary (SMT),0.7370021343231201,13,5
57,Sufficient (SAT),0.2929654121398926,10,5
57,Sufficient (SMT),0.8959956169128418,5,5
70,Direct,0.0,58,5
70,Majoritary (SAT),0.02000117301940918,7,5
70,Majoritary (SMT),0.7780365943908691,13,5
70,Sufficient (SAT),0.31000185012817383,8,5
70,Sufficient (SMT),0.9859962463378906,5,5
76,Direct,0.000965118408203125,57,5
76,Majoritary (SAT),0.03004288673400879,12,5
76,Majoritary (SMT),0.7239954471588135,13,5
76,Sufficient (SAT),0.2909994125366211,13,5
76,Sufficient (SMT),0.9150009155273438,7,5
78,Direct,0.0019989013671875,48,5
78,Majoritary (SAT),0.021998167037963867,6,5
